,code_module,code_presentation,region,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability,final_result
28788,FFF,2014J,East Midlands Region,Lower Than A Level,50-60%,0,180,N,Withdrawn
28789,FFF,2014J,London Region,HE Qualification,20-30%,0,60,N,Withdrawn
28790,FFF,2014J,East Midlands Region,A Level or Equivalent,30-40%,0,120,N,Pass
28791,FFF,2014J,West Midlands Region,Lower Than A Level,40-50%,0,60,N,Withdrawn
28792,FFF,2014J,Yorkshire Region,Lower Than A Level,10-20,0,120,Y,Withdrawn
28793,FFF,2014J,London Region,A Level or Equivalent,30-40%,0,120,N,Pass
28794,FFF,2014J,Wales,Lower Than A Level,0-10%,0,90,N,Fail
28795,FFF,2014J,London Region,A Level or Equivalent,20-30%,0,60,N,Withdrawn
28796,FFF,2014J,London Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
28797,FFF,2014J,London Region,A Level or Equivalent,10-20,0,60,N,Pass
28798,FFF,2014J,Yorkshire Region,A Level or Equivalent,70-80%,0,120,N,Distinction
28799,FFF,2014J,London Region,Lower Than A Level,10-20,0,120,Y,Fail
28800,FFF,2014J,North Western Region,HE Qualification,70-80%,0,60,N,Fail
28801,FFF,2014J,Yorkshire Region,Lower Than A Level,20-30%,0,60,N,Withdrawn
28802,FFF,2014J,London Region,No Formal quals,20-30%,0,150,N,Withdrawn
28803,FFF,2014J,West Midlands Region,A Level or Equivalent,10-20,0,120,N,Withdrawn
28804,FFF,2014J,Ireland,Lower Than A Level,30-40%,0,120,N,Pass
28805,FFF,2014J,East Anglian Region,A Level or Equivalent,60-70%,0,60,Y,Withdrawn
28806,FFF,2014J,East Midlands Region,A Level or Equivalent,0-10%,0,120,Y,Distinction
28807,FFF,2014J,East Midlands Region,A Level or Equivalent,60-70%,0,90,N,Fail
28808,FFF,2014J,South East Region,A Level or Equivalent,50-60%,0,60,N,Withdrawn
28809,FFF,2014J,Scotland,HE Qualification,0-10%,0,150,N,Pass
28810,FFF,2014J,South Region,A Level or Equivalent,70-80%,0,90,N,Pass
28811,FFF,2014J,East Midlands Region,A Level or Equivalent,50-60%,0,120,Y,Pass
28812,FFF,2014J,West Midlands Region,A Level or Equivalent,10-20,0,120,Y,Withdrawn
28813,FFF,2014J,Wales,Lower Than A Level,80-90%,0,120,N,Pass
28814,FFF,2014J,Ireland,A Level or Equivalent,90-100%,0,60,Y,Pass
28815,FFF,2014J,South West Region,A Level or Equivalent,20-30%,0,60,N,Pass
28816,FFF,2014J,South West Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
28817,FFF,2014J,East Anglian Region,Lower Than A Level,80-90%,0,90,N,Withdrawn
28818,FFF,2014J,Ireland,A Level or Equivalent,80-90%,0,60,N,Fail
28819,FFF,2014J,South East Region,Lower Than A Level,30-40%,0,60,N,Pass
28820,FFF,2014J,North Region,HE Qualification,10-20,0,60,N,Withdrawn
28821,FFF,2014J,East Midlands Region,Lower Than A Level,10-20,0,120,N,Withdrawn
28822,FFF,2014J,West Midlands Region,Lower Than A Level,50-60%,0,60,N,Pass
28823,FFF,2014J,Wales,A Level or Equivalent,90-100%,0,60,N,Distinction
28824,FFF,2014J,Yorkshire Region,A Level or Equivalent,10-20,0,120,N,Fail
28825,FFF,2014J,Scotland,A Level or Equivalent,60-70%,0,180,N,Withdrawn
28826,FFF,2014J,East Anglian Region,Lower Than A Level,40-50%,0,120,N,Pass
28827,FFF,2014J,East Midlands Region,Lower Than A Level,30-40%,0,120,Y,Fail
28828,FFF,2014J,North Western Region,A Level or Equivalent,70-80%,0,90,N,Pass
28829,FFF,2014J,South Region,A Level or Equivalent,40-50%,0,60,N,Distinction
28830,FFF,2014J,North Western Region,Lower Than A Level,0-10%,0,120,N,Pass
28831,FFF,2014J,Scotland,Lower Than A Level,10-20,0,60,N,Pass
28832,FFF,2014J,East Anglian Region,Lower Than A Level,60-70%,0,90,N,Pass
28833,FFF,2014J,Wales,Lower Than A Level,30-40%,0,60,N,Pass
28834,FFF,2014J,Scotland,Lower Than A Level,80-90%,0,90,N,Pass
28835,FFF,2014J,North Region,Lower Than A Level,10-20,0,120,N,Pass
28836,FFF,2014J,Scotland,A Level or Equivalent,20-30%,0,120,N,Withdrawn
28837,FFF,2014J,East Anglian Region,Lower Than A Level,20-30%,0,60,N,Withdrawn
28838,FFF,2014J,South Region,A Level or Equivalent,80-90%,0,120,N,Pass
28839,FFF,2014J,North Region,Lower Than A Level,10-20,0,120,N,Fail
28840,FFF,2014J,Wales,HE Qualification,40-50%,0,120,N,Fail
28841,FFF,2014J,East Midlands Region,Lower Than A Level,0-10%,0,60,N,Pass
28842,FFF,2014J,Wales,A Level or Equivalent,80-90%,0,150,N,Pass
28843,FFF,2014J,North Western Region,HE Qualification,10-20,0,90,N,Withdrawn
28844,FFF,2014J,North Western Region,Lower Than A Level,40-50%,0,120,N,Fail
28845,FFF,2014J,South West Region,HE Qualification,20-30%,0,60,N,Pass
28846,FFF,2014J,London Region,A Level or Equivalent,50-60%,0,60,N,Distinction
28847,FFF,2014J,East Midlands Region,A Level or Equivalent,30-40%,0,90,N,Withdrawn
28848,FFF,2014J,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,Fail
28849,FFF,2014J,South East Region,A Level or Equivalent,60-70%,0,120,N,Distinction
28850,FFF,2014J,South East Region,A Level or Equivalent,30-40%,0,90,N,Distinction
28851,FFF,2014J,Yorkshire Region,Lower Than A Level,0-10%,0,120,N,Withdrawn
28852,FFF,2014J,London Region,A Level or Equivalent,20-30%,0,120,Y,Fail
28853,FFF,2014J,Scotland,A Level or Equivalent,50-60%,0,120,N,Fail
28854,FFF,2014J,London Region,A Level or Equivalent,30-40%,0,90,N,Withdrawn
28855,FFF,2014J,London Region,Lower Than A Level,80-90%,0,150,Y,Distinction
28856,FFF,2014J,East Midlands Region,A Level or Equivalent,80-90%,0,120,N,Distinction
28857,FFF,2014J,London Region,Lower Than A Level,0-10%,0,120,N,Withdrawn
28858,FFF,2014J,South Region,A Level or Equivalent,40-50%,0,120,N,Pass
28859,FFF,2014J,Scotland,A Level or Equivalent,90-100%,0,90,N,Distinction
28860,FFF,2014J,East Midlands Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
28861,FFF,2014J,London Region,A Level or Equivalent,90-100%,0,120,N,Pass
28862,FFF,2014J,East Midlands Region,A Level or Equivalent,70-80%,0,120,N,Withdrawn
28863,FFF,2014J,Yorkshire Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
28864,FFF,2014J,East Anglian Region,A Level or Equivalent,50-60%,0,60,N,Pass
28865,FFF,2014J,North Western Region,A Level or Equivalent,0-10%,0,180,N,Withdrawn
28866,FFF,2014J,South West Region,Lower Than A Level,0-10%,0,60,Y,Fail
28867,FFF,2014J,South West Region,A Level or Equivalent,20-30%,0,60,N,Withdrawn
28868,FFF,2014J,West Midlands Region,A Level or Equivalent,10-20,0,60,N,Distinction
28869,FFF,2014J,South Region,A Level or Equivalent,80-90%,0,60,N,Withdrawn
28870,FFF,2014J,South West Region,A Level or Equivalent,60-70%,0,120,N,Withdrawn
28871,FFF,2014J,South East Region,Lower Than A Level,50-60%,0,60,N,Fail
28872,FFF,2014J,Scotland,Lower Than A Level,0-10%,0,120,N,Pass
28873,FFF,2014J,East Midlands Region,A Level or Equivalent,0-10%,0,120,N,Withdrawn
28874,FFF,2014J,South West Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
28875,FFF,2014J,East Anglian Region,Lower Than A Level,80-90%,0,60,N,Withdrawn
28876,FFF,2014J,North Western Region,Lower Than A Level,10-20,0,60,N,Fail
28877,FFF,2014J,Wales,Lower Than A Level,10-20,0,120,N,Withdrawn
28878,FFF,2014J,London Region,Lower Than A Level,70-80%,0,120,N,Pass
28879,FFF,2014J,North Region,A Level or Equivalent,0-10%,0,150,Y,Withdrawn
28880,FFF,2014J,North Region,Lower Than A Level,10-20,0,60,N,Fail
28881,FFF,2014J,East Anglian Region,Lower Than A Level,40-50%,0,60,N,Pass
28882,FFF,2014J,West Midlands Region,A Level or Equivalent,10-20,0,120,N,Withdrawn
28883,FFF,2014J,London Region,Lower Than A Level,30-40%,0,90,N,Pass
28884,FFF,2014J,Yorkshire Region,A Level or Equivalent,60-70%,0,120,N,Fail
28885,FFF,2014J,London Region,HE Qualification,60-70%,0,60,N,Withdrawn
28886,FFF,2014J,South West Region,A Level or Equivalent,70-80%,0,240,Y,Withdrawn
28887,FFF,2014J,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,Withdrawn
28888,FFF,2014J,London Region,Lower Than A Level,80-90%,0,60,N,Withdrawn
28889,FFF,2014J,South Region,Lower Than A Level,50-60%,0,120,N,Pass
28890,FFF,2014J,London Region,HE Qualification,20-30%,0,60,N,Distinction
28891,FFF,2014J,North Western Region,Lower Than A Level,0-10%,0,60,N,Pass
28892,FFF,2014J,Ireland,A Level or Equivalent,70-80%,0,90,N,Withdrawn
28893,FFF,2014J,East Midlands Region,Lower Than A Level,30-40%,0,180,N,Withdrawn
28894,FFF,2014J,Ireland,Lower Than A Level,30-40%,0,60,N,Pass
28895,FFF,2014J,North Western Region,No Formal quals,30-40%,0,120,N,Withdrawn
28896,FFF,2014J,South Region,A Level or Equivalent,,0,60,N,Pass
28897,FFF,2014J,East Midlands Region,A Level or Equivalent,10-20,0,60,N,Pass
28898,FFF,2014J,North Region,Lower Than A Level,10-20,0,90,N,Pass
28899,FFF,2014J,Scotland,Lower Than A Level,0-10%,0,180,N,Withdrawn
28900,FFF,2014J,Wales,A Level or Equivalent,70-80%,0,120,N,Fail
28901,FFF,2014J,South East Region,Lower Than A Level,30-40%,0,120,N,Pass
28902,FFF,2014J,West Midlands Region,A Level or Equivalent,0-10%,0,60,N,Withdrawn
28903,FFF,2014J,South West Region,A Level or Equivalent,40-50%,0,60,N,Withdrawn
28904,FFF,2014J,South East Region,A Level or Equivalent,60-70%,0,120,N,Pass
28905,FFF,2014J,South East Region,A Level or Equivalent,60-70%,0,90,Y,Withdrawn
28906,FFF,2014J,East Midlands Region,Lower Than A Level,50-60%,0,60,N,Withdrawn
28907,FFF,2014J,North Western Region,HE Qualification,90-100%,0,120,N,Pass
28908,FFF,2014J,London Region,Lower Than A Level,0-10%,0,120,N,Pass
28909,FFF,2014J,North Region,Lower Than A Level,,0,90,N,Pass
28910,FFF,2014J,North Western Region,A Level or Equivalent,80-90%,0,90,N,Pass
28911,FFF,2014J,Yorkshire Region,A Level or Equivalent,30-40%,0,60,N,Fail
28912,FFF,2014J,North Western Region,Lower Than A Level,0-10%,0,120,N,Withdrawn
28913,FFF,2014J,Scotland,Lower Than A Level,30-40%,0,60,N,Withdrawn
28914,FFF,2014J,South Region,Lower Than A Level,50-60%,0,120,N,Withdrawn
28915,FFF,2014J,North Region,Lower Than A Level,,0,120,N,Fail
28916,FFF,2014J,London Region,A Level or Equivalent,40-50%,0,60,N,Withdrawn
28917,FFF,2014J,East Anglian Region,Lower Than A Level,90-100%,0,120,N,Distinction
28918,FFF,2014J,South West Region,A Level or Equivalent,30-40%,0,90,N,Pass
28919,FFF,2014J,London Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
28920,FFF,2014J,Yorkshire Region,A Level or Equivalent,70-80%,0,60,N,Fail
28921,FFF,2014J,South East Region,A Level or Equivalent,30-40%,0,90,N,Withdrawn
28922,FFF,2014J,London Region,Lower Than A Level,60-70%,0,60,N,Withdrawn
28923,FFF,2014J,Scotland,HE Qualification,10-20,0,60,N,Withdrawn
28924,FFF,2014J,North Region,Lower Than A Level,,0,60,N,Pass
28925,FFF,2014J,London Region,A Level or Equivalent,10-20,0,60,N,Withdrawn
28926,FFF,2014J,Yorkshire Region,A Level or Equivalent,70-80%,0,120,N,Pass
28927,FFF,2014J,North Western Region,Lower Than A Level,30-40%,0,120,N,Fail
28928,FFF,2014J,South Region,Lower Than A Level,80-90%,0,120,N,Fail
28929,FFF,2014J,West Midlands Region,HE Qualification,60-70%,0,120,N,Withdrawn
28930,FFF,2014J,London Region,A Level or Equivalent,20-30%,0,120,N,Withdrawn
28931,FFF,2014J,East Midlands Region,A Level or Equivalent,80-90%,0,90,N,Withdrawn
28932,FFF,2014J,East Midlands Region,A Level or Equivalent,50-60%,0,120,N,Pass
28933,FFF,2014J,South East Region,A Level or Equivalent,80-90%,0,60,N,Withdrawn
28934,FFF,2014J,West Midlands Region,A Level or Equivalent,40-50%,0,150,N,Withdrawn
28935,FFF,2014J,Wales,Lower Than A Level,20-30%,0,120,N,Distinction
28936,FFF,2014J,East Midlands Region,Lower Than A Level,60-70%,0,60,N,Fail
28937,FFF,2014J,London Region,Lower Than A Level,10-20,0,60,N,Withdrawn
28938,FFF,2014J,East Midlands Region,A Level or Equivalent,10-20,0,60,N,Distinction
28939,FFF,2014J,South East Region,HE Qualification,50-60%,0,60,N,Withdrawn
28940,FFF,2014J,Ireland,Lower Than A Level,0-10%,0,120,N,Withdrawn
28941,FFF,2014J,East Anglian Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
28942,FFF,2014J,East Anglian Region,Lower Than A Level,80-90%,0,120,N,Withdrawn
28943,FFF,2014J,South East Region,A Level or Equivalent,30-40%,0,90,N,Pass
28944,FFF,2014J,Scotland,HE Qualification,10-20,0,90,N,Pass
28945,FFF,2014J,South East Region,A Level or Equivalent,10-20,0,180,N,Withdrawn
28946,FFF,2014J,East Midlands Region,A Level or Equivalent,90-100%,0,120,N,Withdrawn
28947,FFF,2014J,West Midlands Region,Lower Than A Level,0-10%,0,120,N,Pass
28948,FFF,2014J,Yorkshire Region,Lower Than A Level,40-50%,0,60,N,Pass
28949,FFF,2014J,London Region,Lower Than A Level,80-90%,0,60,N,Withdrawn
28950,FFF,2014J,Yorkshire Region,A Level or Equivalent,70-80%,0,120,N,Pass
28951,FFF,2014J,West Midlands Region,A Level or Equivalent,0-10%,0,60,N,Pass
28952,FFF,2014J,South West Region,A Level or Equivalent,40-50%,0,60,N,Fail
28953,FFF,2014J,South Region,Lower Than A Level,60-70%,0,90,N,Withdrawn
28954,FFF,2014J,Yorkshire Region,HE Qualification,70-80%,0,120,N,Pass
28955,FFF,2014J,Yorkshire Region,Lower Than A Level,80-90%,0,120,N,Withdrawn
28956,FFF,2014J,Wales,Lower Than A Level,30-40%,0,120,N,Withdrawn
28957,FFF,2014J,London Region,A Level or Equivalent,70-80%,0,120,N,Fail
28958,FFF,2014J,East Anglian Region,Lower Than A Level,30-40%,0,150,N,Withdrawn
28959,FFF,2014J,Yorkshire Region,Lower Than A Level,20-30%,0,120,N,Fail
28960,FFF,2014J,Scotland,A Level or Equivalent,40-50%,0,120,N,Withdrawn
28961,FFF,2014J,Scotland,Post Graduate Qualification,80-90%,0,60,N,Fail
28962,FFF,2014J,Wales,A Level or Equivalent,30-40%,0,60,N,Pass
28963,FFF,2014J,South West Region,A Level or Equivalent,30-40%,0,60,N,Pass
28964,FFF,2014J,South Region,Lower Than A Level,70-80%,0,60,N,Withdrawn
28965,FFF,2014J,East Anglian Region,A Level or Equivalent,70-80%,0,60,N,Pass
28966,FFF,2014J,South East Region,A Level or Equivalent,60-70%,0,120,N,Pass
28967,FFF,2014J,West Midlands Region,Lower Than A Level,70-80%,0,90,N,Pass
28968,FFF,2014J,South East Region,Lower Than A Level,30-40%,0,120,N,Pass
28969,FFF,2014J,West Midlands Region,Lower Than A Level,50-60%,0,60,N,Pass
28970,FFF,2014J,North Western Region,A Level or Equivalent,40-50%,0,60,N,Fail
28971,FFF,2014J,North Western Region,Lower Than A Level,40-50%,0,60,N,Pass
28972,FFF,2014J,Scotland,HE Qualification,30-40%,0,60,N,Withdrawn
28973,FFF,2014J,Wales,A Level or Equivalent,20-30%,0,60,N,Fail
28974,FFF,2014J,East Midlands Region,A Level or Equivalent,80-90%,0,150,Y,Fail
28975,FFF,2014J,North Western Region,A Level or Equivalent,10-20,0,60,N,Fail
28976,FFF,2014J,East Midlands Region,Lower Than A Level,20-30%,0,120,N,Withdrawn
28977,FFF,2014J,Yorkshire Region,Lower Than A Level,0-10%,0,90,N,Pass
28978,FFF,2014J,South Region,Lower Than A Level,40-50%,0,60,N,Pass
28979,FFF,2014J,South Region,Lower Than A Level,,0,120,N,Withdrawn
28980,FFF,2014J,Wales,Lower Than A Level,90-100%,0,60,N,Pass
28981,FFF,2014J,North Western Region,A Level or Equivalent,10-20,0,60,N,Withdrawn
28982,FFF,2014J,East Anglian Region,A Level or Equivalent,80-90%,0,90,N,Distinction
28983,FFF,2014J,East Anglian Region,Lower Than A Level,80-90%,0,60,N,Pass
28984,FFF,2014J,West Midlands Region,A Level or Equivalent,60-70%,0,60,N,Distinction
28985,FFF,2014J,North Region,Lower Than A Level,,0,60,N,Distinction
28986,FFF,2014J,East Anglian Region,A Level or Equivalent,60-70%,0,120,N,Withdrawn
28987,FFF,2014J,Yorkshire Region,Lower Than A Level,0-10%,0,120,Y,Withdrawn
28988,FFF,2014J,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,Withdrawn
28989,FFF,2014J,Ireland,A Level or Equivalent,30-40%,0,60,N,Fail
28990,FFF,2014J,East Anglian Region,Lower Than A Level,80-90%,0,120,N,Withdrawn
28991,FFF,2014J,South West Region,A Level or Equivalent,90-100%,0,60,N,Withdrawn
28992,FFF,2014J,East Midlands Region,A Level or Equivalent,10-20,0,60,Y,Pass
28993,FFF,2014J,Scotland,HE Qualification,50-60%,0,90,N,Withdrawn
28994,FFF,2014J,East Anglian Region,A Level or Equivalent,70-80%,0,120,N,Distinction
28995,FFF,2014J,Ireland,Lower Than A Level,60-70%,0,60,N,Fail
28996,FFF,2014J,South West Region,A Level or Equivalent,30-40%,0,60,N,Pass
28997,FFF,2014J,South Region,HE Qualification,60-70%,0,60,N,Pass
28998,FFF,2014J,West Midlands Region,A Level or Equivalent,30-40%,0,120,N,Withdrawn
28999,FFF,2014J,South West Region,Lower Than A Level,20-30%,0,60,N,Distinction
29000,FFF,2014J,West Midlands Region,A Level or Equivalent,70-80%,0,60,N,Pass
29001,FFF,2014J,North Western Region,A Level or Equivalent,10-20,0,60,N,Withdrawn
29002,FFF,2014J,East Anglian Region,Lower Than A Level,20-30%,0,150,N,Pass
29003,FFF,2014J,South Region,Lower Than A Level,90-100%,0,60,N,Pass
29004,FFF,2014J,Wales,A Level or Equivalent,80-90%,0,120,N,Withdrawn
29005,FFF,2014J,Ireland,Lower Than A Level,,0,60,N,Pass
29006,FFF,2014J,London Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
29007,FFF,2014J,Wales,HE Qualification,20-30%,0,120,N,Pass
29008,FFF,2014J,South Region,Lower Than A Level,80-90%,0,120,N,Withdrawn
29009,FFF,2014J,Wales,Lower Than A Level,60-70%,0,60,Y,Distinction
29010,FFF,2014J,West Midlands Region,Lower Than A Level,50-60%,0,90,N,Fail
29011,FFF,2014J,East Midlands Region,Lower Than A Level,60-70%,0,60,N,Pass
29012,FFF,2014J,Yorkshire Region,A Level or Equivalent,60-70%,0,60,N,Fail
29013,FFF,2014J,South Region,A Level or Equivalent,70-80%,0,60,N,Pass
29014,FFF,2014J,North Region,A Level or Equivalent,80-90%,0,60,N,Distinction
29015,FFF,2014J,North Region,A Level or Equivalent,50-60%,0,120,N,Withdrawn
29016,FFF,2014J,Wales,Lower Than A Level,50-60%,0,60,N,Pass
29017,FFF,2014J,North Western Region,Lower Than A Level,10-20,0,120,N,Fail
29018,FFF,2014J,South Region,A Level or Equivalent,40-50%,0,120,N,Pass
29019,FFF,2014J,Ireland,A Level or Equivalent,60-70%,0,60,N,Fail
29020,FFF,2014J,South Region,Lower Than A Level,30-40%,0,60,N,Distinction
29021,FFF,2014J,Wales,Lower Than A Level,20-30%,0,60,Y,Withdrawn
29022,FFF,2014J,South West Region,Lower Than A Level,0-10%,0,60,N,Fail
29023,FFF,2014J,South East Region,Lower Than A Level,60-70%,0,60,N,Withdrawn
29024,FFF,2014J,Scotland,A Level or Equivalent,40-50%,0,120,N,Pass
29025,FFF,2014J,West Midlands Region,Lower Than A Level,10-20,0,120,N,Fail
29026,FFF,2014J,North Western Region,Lower Than A Level,10-20,0,90,N,Pass
29027,FFF,2014J,North Western Region,Lower Than A Level,10-20,0,120,N,Pass
29028,FFF,2014J,South Region,Lower Than A Level,90-100%,0,60,N,Fail
29029,FFF,2014J,Ireland,Lower Than A Level,90-100%,0,60,N,Pass
29030,FFF,2014J,South Region,Lower Than A Level,70-80%,0,180,Y,Withdrawn
29031,FFF,2014J,Yorkshire Region,HE Qualification,0-10%,0,120,N,Pass
29032,FFF,2014J,Scotland,HE Qualification,50-60%,0,90,N,Withdrawn
29033,FFF,2014J,East Anglian Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
29034,FFF,2014J,East Midlands Region,Lower Than A Level,30-40%,0,90,N,Withdrawn
29035,FFF,2014J,London Region,Lower Than A Level,20-30%,0,240,N,Withdrawn
29036,FFF,2014J,London Region,A Level or Equivalent,10-20,0,120,N,Withdrawn
29037,FFF,2014J,North Region,Lower Than A Level,,0,60,N,Pass
29038,FFF,2014J,Ireland,A Level or Equivalent,70-80%,0,90,N,Pass
29039,FFF,2014J,Yorkshire Region,Lower Than A Level,0-10%,0,60,N,Withdrawn
29040,FFF,2014J,Yorkshire Region,Lower Than A Level,50-60%,0,60,N,Withdrawn
29041,FFF,2014J,North Western Region,A Level or Equivalent,10-20,0,60,N,Withdrawn
29042,FFF,2014J,East Anglian Region,A Level or Equivalent,50-60%,0,120,N,Pass
29043,FFF,2014J,London Region,A Level or Equivalent,70-80%,0,120,N,Pass
29044,FFF,2014J,East Midlands Region,Lower Than A Level,10-20,0,60,N,Pass
29045,FFF,2014J,South East Region,Lower Than A Level,10-20,0,60,N,Pass
29046,FFF,2014J,North Region,A Level or Equivalent,90-100%,0,60,N,Pass
29047,FFF,2014J,South East Region,HE Qualification,10-20,0,60,N,Pass
29048,FFF,2014J,West Midlands Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
29049,FFF,2014J,South Region,Lower Than A Level,10-20,0,90,Y,Pass
29050,FFF,2014J,North Region,A Level or Equivalent,20-30%,0,60,N,Fail
29051,FFF,2014J,Wales,A Level or Equivalent,40-50%,0,90,N,Withdrawn
29052,FFF,2014J,London Region,A Level or Equivalent,20-30%,0,60,Y,Pass
29053,FFF,2014J,South East Region,Lower Than A Level,30-40%,0,60,Y,Withdrawn
29054,FFF,2014J,Yorkshire Region,Lower Than A Level,60-70%,0,90,N,Pass
29055,FFF,2014J,North Western Region,A Level or Equivalent,40-50%,0,120,N,Withdrawn
29056,FFF,2014J,North Region,Lower Than A Level,10-20,0,120,Y,Withdrawn
29057,FFF,2014J,North Western Region,HE Qualification,0-10%,0,120,N,Withdrawn
29058,FFF,2014J,Scotland,HE Qualification,30-40%,0,90,N,Fail
29059,FFF,2014J,London Region,No Formal quals,10-20,0,120,N,Fail
29060,FFF,2014J,Wales,HE Qualification,50-60%,0,60,N,Pass
29061,FFF,2014J,Yorkshire Region,Lower Than A Level,30-40%,0,240,N,Withdrawn
29062,FFF,2014J,Scotland,Lower Than A Level,60-70%,0,60,Y,Withdrawn
29063,FFF,2014J,South Region,Lower Than A Level,90-100%,0,60,N,Withdrawn
29064,FFF,2014J,Yorkshire Region,Lower Than A Level,0-10%,0,120,N,Pass
29065,FFF,2014J,North Region,Lower Than A Level,,0,60,N,Pass
29066,FFF,2014J,North Region,Lower Than A Level,70-80%,0,60,N,Pass
29067,FFF,2014J,Scotland,Post Graduate Qualification,90-100%,0,60,N,Withdrawn
29068,FFF,2014J,North Region,A Level or Equivalent,,0,90,N,Pass
29069,FFF,2014J,Ireland,A Level or Equivalent,,0,120,N,Distinction
29070,FFF,2014J,South Region,Lower Than A Level,40-50%,0,120,N,Withdrawn
29071,FFF,2014J,London Region,A Level or Equivalent,60-70%,0,120,Y,Withdrawn
29072,FFF,2014J,West Midlands Region,Lower Than A Level,0-10%,0,90,N,Withdrawn
29073,FFF,2014J,South Region,Lower Than A Level,50-60%,0,60,N,Pass
29074,FFF,2014J,Scotland,HE Qualification,80-90%,0,90,N,Fail
29075,FFF,2014J,North Region,Lower Than A Level,0-10%,0,150,N,Withdrawn
29076,FFF,2014J,London Region,HE Qualification,20-30%,0,60,N,Withdrawn
29077,FFF,2014J,Yorkshire Region,A Level or Equivalent,60-70%,0,60,N,Fail
29078,FFF,2014J,East Midlands Region,Lower Than A Level,20-30%,0,60,N,Withdrawn
29079,FFF,2014J,East Anglian Region,A Level or Equivalent,90-100%,0,120,N,Pass
29080,FFF,2014J,North Region,A Level or Equivalent,80-90%,0,60,N,Pass
29081,FFF,2014J,East Anglian Region,Lower Than A Level,80-90%,0,120,N,Pass
29082,FFF,2014J,London Region,Lower Than A Level,10-20,0,120,N,Withdrawn
29083,FFF,2014J,South West Region,A Level or Equivalent,60-70%,0,120,N,Withdrawn
29084,FFF,2014J,South Region,A Level or Equivalent,20-30%,0,150,Y,Withdrawn
29085,FFF,2014J,North Western Region,Lower Than A Level,10-20,0,60,N,Withdrawn
29086,FFF,2014J,North Region,Lower Than A Level,,0,90,N,Withdrawn
29087,FFF,2014J,Ireland,A Level or Equivalent,80-90%,0,60,N,Fail
29088,FFF,2014J,North Western Region,Lower Than A Level,20-30%,0,60,N,Withdrawn
29089,FFF,2014J,London Region,Lower Than A Level,10-20,0,120,N,Withdrawn
29090,FFF,2014J,East Midlands Region,Lower Than A Level,90-100%,0,120,N,Withdrawn
29091,FFF,2014J,London Region,Lower Than A Level,10-20,0,180,N,Withdrawn
29092,FFF,2014J,Wales,Lower Than A Level,0-10%,0,90,Y,Distinction
29093,FFF,2014J,North Region,Lower Than A Level,,0,60,N,Pass
29094,FFF,2014J,West Midlands Region,A Level or Equivalent,30-40%,0,120,N,Distinction
29095,FFF,2014J,East Midlands Region,Lower Than A Level,30-40%,0,60,N,Withdrawn
29096,FFF,2014J,Scotland,HE Qualification,70-80%,0,60,N,Distinction
29097,FFF,2014J,South East Region,A Level or Equivalent,30-40%,0,120,N,Withdrawn
29098,FFF,2014J,West Midlands Region,Lower Than A Level,0-10%,0,60,N,Fail
29099,FFF,2014J,East Anglian Region,A Level or Equivalent,80-90%,0,120,N,Withdrawn
29100,FFF,2014J,North Western Region,Lower Than A Level,40-50%,0,120,N,Fail
29101,FFF,2014J,East Anglian Region,Lower Than A Level,60-70%,0,120,Y,Withdrawn
29102,FFF,2014J,East Midlands Region,Lower Than A Level,10-20,0,120,N,Withdrawn
29103,FFF,2014J,North Region,Lower Than A Level,,0,60,Y,Pass
29104,FFF,2014J,South Region,Lower Than A Level,10-20,0,60,N,Fail
29105,FFF,2014J,Ireland,A Level or Equivalent,30-40%,0,90,N,Distinction
29106,FFF,2014J,London Region,HE Qualification,70-80%,0,150,N,Pass
29107,FFF,2014J,North Western Region,Lower Than A Level,0-10%,0,60,N,Distinction
29108,FFF,2014J,London Region,Lower Than A Level,30-40%,0,150,N,Withdrawn
29109,FFF,2014J,Yorkshire Region,Lower Than A Level,70-80%,0,60,N,Pass
29110,FFF,2014J,South East Region,A Level or Equivalent,70-80%,0,60,N,Withdrawn
29111,FFF,2014J,South West Region,Lower Than A Level,50-60%,0,60,N,Withdrawn
29112,FFF,2014J,Yorkshire Region,A Level or Equivalent,40-50%,0,120,N,Pass
29113,FFF,2014J,South East Region,A Level or Equivalent,50-60%,0,120,N,Withdrawn
29114,FFF,2014J,West Midlands Region,Lower Than A Level,60-70%,0,120,N,Pass
29115,FFF,2014J,Yorkshire Region,Lower Than A Level,30-40%,0,120,N,Withdrawn
29116,FFF,2014J,South West Region,A Level or Equivalent,20-30%,0,120,N,Withdrawn
29117,FFF,2014J,Scotland,HE Qualification,40-50%,0,120,N,Withdrawn
